Commodity,APMC,Year,Month,min_price,max_price,APMC_commodity,fluct_price
bottle gourd,osmanabad,2015,November,700,1500,osmanabad+bottle gourd,800
bottle gourd,osmanabad,2016,May,1158,2150,osmanabad+bottle gourd,992
bottle gourd,palus,2016,September,900,2233,palus+bottle gourd,1433
bottle gourd,panvel,2014,September,1417,1600,panvel+bottle gourd,283
bottle gourd,panvel,2015,September,1317,1517,panvel+bottle gourd,200
bottle gourd,panvel,2016,September,1295,1589,panvel+bottle gourd,294
bottle gourd,pune,2014,September,588,1655,pune+bottle gourd,1140
bottle gourd,pune,2015,September,773,1755,pune+bottle gourd,982
bottle gourd,pune,2016,September,984,2028,pune+bottle gourd,1070
bottle gourd,pune-manjri,2014,September,1121,2126,pune-manjri+bottle gourd,1242
bottle gourd,pune-manjri,2015,September,870,1970,pune-manjri+bottle gourd,1168
bottle gourd,pune-manjri,2016,September,1215,2240,pune-manjri+bottle gourd,1223
bottle gourd,pune-moshi,2016,September,1202,2002,pune-moshi+bottle gourd,970
bottle gourd,pune-pimpri,2014,October,1427,1904,pune-pimpri+bottle gourd,508
bottle gourd,pune-pimpri,2015,September,1295,1914,pune-pimpri+bottle gourd,695
bottle gourd,pune-pimpri,2016,September,1577,1894,pune-pimpri+bottle gourd,606
bottle gourd,rahata,2014,September,538,851,rahata+bottle gourd,313
bottle gourd,rahata,2015,September,1170,1523,rahata+bottle gourd,646
bottle gourd,rahata,2016,September,1554,2114,rahata+bottle gourd,796
bottle gourd,rahuri,2016,November,100,833,rahuri+bottle gourd,733
bottle gourd,ramtek,2015,October,988,1300,ramtek+bottle gourd,350
bottle gourd,ramtek,2016,September,700,1000,ramtek+bottle gourd,300
bottle gourd,ratanagari,2014,September,1167,1833,ratanagari+bottle gourd,666
bottle gourd,ratanagari,2015,September,1200,1800,ratanagari+bottle gourd,600
bottle gourd,ratanagari,2016,September,1250,2000,ratanagari+bottle gourd,1200
bottle gourd,satara,2014,September,879,1954,satara+bottle gourd,1075
bottle gourd,satara,2015,September,1192,1792,satara+bottle gourd,600
bottle gourd,satara,2016,September,1000,1483,satara+bottle gourd,531
bottle gourd,shahapur,2016,May,18,20,shahapur+bottle gourd,2
bottle gourd,shrirampur,2014,September,786,986,shrirampur+bottle gourd,200
bottle gourd,shrirampur,2015,September,783,983,shrirampur+bottle gourd,200
bottle gourd,shrirampur,2016,September,905,1140,shrirampur+bottle gourd,260
bottle gourd,vadgaon peth,2014,September,1150,2000,vadgaon peth+bottle gourd,900
bottle gourd,vadgaon peth,2015,September,833,1500,vadgaon peth+bottle gourd,667
bottle gourd,vadgaon peth,2016,September,900,1600,vadgaon peth+bottle gourd,1000
bottle gourd,vai,2014,September,1438,1825,vai+bottle gourd,387
bottle gourd,vai,2015,September,1331,1650,vai+bottle gourd,319
bottle gourd,vai,2016,September,1482,1945,vai+bottle gourd,463
brinjal,ahmednagar,2015,September,1273,2909,ahmednagar+brinjal,2136
brinjal,ahmednagar,2016,September,1350,4550,ahmednagar+brinjal,3200
brinjal,akluj,2014,September,2106,3189,akluj+brinjal,1083
brinjal,akluj,2015,September,1274,2084,akluj+brinjal,894
brinjal,akluj,2016,September,1942,3189,akluj+brinjal,1247
brinjal,amarawati,2014,December,950,1117,amarawati+brinjal,167
brinjal,amarawati,2015,September,1375,1563,amarawati+brinjal,218
brinjal,amarawati,2016,September,1950,2211,amarawati+brinjal,261
brinjal,amarawati-fruit and vegetables,2016,September,1958,2250,amarawati-fruit and vegetables+brinjal,292
brinjal,aurangabad,2014,September,1700,2136,aurangabad+brinjal,648
brinjal,aurangabad,2015,September,1488,2128,aurangabad+brinjal,756
brinjal,aurangabad,2016,September,2464,3188,aurangabad+brinjal,863
brinjal,barshi,2014,September,183,383,barshi+brinjal,200
brinjal,barshi,2015,September,150,269,barshi+brinjal,146
brinjal,barshi,2016,September,1827,2938,barshi+brinjal,1111
brinjal,chalisgaon,2016,March,1100,2430,chalisgaon+brinjal,1420
brinjal,chandrapur,2015,June,800,1300,chandrapur+brinjal,500
brinjal,chandrapur,2016,November,1000,1500,chandrapur+brinjal,500
brinjal,chandrapur-ganjwad,2014,September,838,1377,chandrapur-ganjwad+brinjal,567
brinjal,chandrapur-ganjwad,2015,September,710,1111,chandrapur-ganjwad+brinjal,611
brinjal,chandrapur-ganjwad,2016,September,1060,1810,chandrapur-ganjwad+brinjal,834
brinjal,chandvad,2016,November,1284,3850,chandvad+brinjal,2566
brinjal,dhule,2016,March,2000,3000,dhule+brinjal,1000
brinjal,ghoti,2014,September,2215,2788,ghoti+brinjal,650
brinjal,ghoti,2015,November,1311,1890,ghoti+brinjal,579
brinjal,ghoti,2016,September,2243,2818,ghoti+brinjal,950
brinjal,islampur,2014,December,150,200,islampur+brinjal,50
brinjal,islampur,2016,September,263,541,islampur+brinjal,278
brinjal,jalgaon,2014,September,1663,2600,jalgaon+brinjal,1123
brinjal,jalgaon,2015,September,1200,2350,jalgaon+brinjal,1150
brinjal,jalgaon,2016,September,1405,2973,jalgaon+brinjal,2068
brinjal,junnar-otur,2015,July,300,1000,junnar-otur+brinjal,700
brinjal,junnar-otur,2016,September,1183,2833,junnar-otur+brinjal,1801
brinjal,kalmeshwar,2014,September,1672,1846,kalmeshwar+brinjal,225
brinjal,kalmeshwar,2015,September,1488,1712,kalmeshwar+brinjal,278
brinjal,kalmeshwar,2016,September,2578,2877,kalmeshwar+brinjal,316
brinjal,kalyan,2014,September,2300,2650,kalyan+brinjal,350
brinjal,kalyan,2015,September,2000,2200,kalyan+brinjal,415
brinjal,kalyan,2016,September,2685,3030,kalyan+brinjal,488
brinjal,kamthi,2014,September,1438,3192,kamthi+brinjal,1754
brinjal,kamthi,2015,September,1148,2672,kamthi+brinjal,1817
brinjal,kamthi,2016,September,1561,2887,kamthi+brinjal,1326
brinjal,karad,2014,September,2057,2814,karad+brinjal,757
brinjal,karad,2015,September,1175,1663,karad+brinjal,533
brinjal,karad,2016,September,1656,2140,karad+brinjal,523
brinjal,khed,2016,May,1800,2500,khed+brinjal,1300
brinjal,khed (shel pimpalgaon),2014,September,2297,2739,khed (shel pimpalgaon)+brinjal,442
brinjal,khed (shel pimpalgaon),2015,September,1425,2473,khed (shel pimpalgaon)+brinjal,1270
brinjal,khed (shel pimpalgaon),2016,September,2375,2562,khed (shel pimpalgaon)+brinjal,555
brinjal,khed-chakan,2016,September,2125,2848,khed-chakan+brinjal,872
brinjal,kolhapur,2015,September,1000,3850,kolhapur+brinjal,2850
brinjal,kolhapur,2016,September,1181,5119,kolhapur+brinjal,4052
brinjal,kolhapur-malkapur,2016,September,886,3256,kolhapur-malkapur+brinjal,2400
brinjal,manchar,2014,November,1333,2600,manchar+brinjal,2100
brinjal,manchar,2015,September,1600,2133,manchar+brinjal,533
brinjal,manchar,2016,September,1605,2921,manchar+brinjal,1316
brinjal,mangalwedha,2014,September,962,6515,mangalwedha+brinjal,5553
brinjal,mangalwedha,2015,September,567,4030,mangalwedha+brinjal,3560
brinjal,mangalwedha,2016,September,706,5211,mangalwedha+brinjal,4505
brinjal,manmad,2016,July,194,298,manmad+brinjal,106
brinjal,mumbai,2014,September,1763,3080,mumbai+brinjal,1776
brinjal,mumbai,2015,October,1356,2578,mumbai+brinjal,1371
brinjal,mumbai,2016,September,1125,2613,mumbai+brinjal,1800
brinjal,murbad,2014,September,3046,3262,murbad+brinjal,281
brinjal,murbad,2015,September,2350,2447,murbad+brinjal,200
brinjal,murbad,2016,September,2177,2700,murbad+brinjal,700
brinjal,nagpur,2014,September,1088,1362,nagpur+brinjal,274
brinjal,nagpur,2015,September,1242,1675,nagpur+brinjal,654
brinjal,nagpur,2016,September,1858,2308,nagpur+brinjal,450
brinjal,nashik,2014,September,1596,3895,nashik+brinjal,2299
brinjal,nashik,2015,March,1225,2838,nashik+brinjal,1613
brinjal,nashik,2016,September,2257,3597,nashik+brinjal,1340
brinjal,navapur,2016,September,2042,2292,navapur+brinjal,541
brinjal,osmanabad,2014,December,1162,3686,osmanabad+brinjal,2524
brinjal,osmanabad,2015,May,1100,3000,osmanabad+brinjal,2030
brinjal,osmanabad,2016,November,1195,3188,osmanabad+brinjal,1993
brinjal,palus,2016,September,1275,2125,palus+brinjal,1233
brinjal,pandharpur,2014,September,595,4460,pandharpur+brinjal,3980
brinjal,pandharpur,2015,September,529,3241,pandharpur+brinjal,2712
brinjal,pandharpur,2016,September,515,3975,pandharpur+brinjal,3460
brinjal,panvel,2014,September,2850,3100,panvel+brinjal,250
brinjal,panvel,2015,September,2000,2200,panvel+brinjal,266
brinjal,panvel,2016,September,2929,3186,panvel+brinjal,419
brinjal,patan,2014,September,2474,3011,patan+brinjal,538
brinjal,patan,2015,September,1450,1871,patan+brinjal,507
brinjal,patan,2016,September,2379,3044,patan+brinjal,665
brinjal,phaltan,2016,September,1412,2523,phaltan+brinjal,1111
brinjal,pune,2014,September,1524,3833,pune+brinjal,2309
brinjal,pune,2015,September,924,2910,pune+brinjal,1986
brinjal,pune,2016,September,1324,3140,pune+brinjal,1883
brinjal,pune-manjri,2014,September,1837,3905,pune-manjri+brinjal,2068
brinjal,pune-manjri,2015,March,1315,2685,pune-manjri+brinjal,1422
brinjal,pune-manjri,2016,September,2073,3747,pune-manjri+brinjal,1674
brinjal,pune-moshi,2016,September,1724,3452,pune-moshi+brinjal,1764
brinjal,pune-pimpri,2014,September,2500,2625,pune-pimpri+brinjal,125
brinjal,pune-pimpri,2015,September,1810,2357,pune-pimpri+brinjal,730
brinjal,pune-pimpri,2016,September,2552,3114,pune-pimpri+brinjal,743
brinjal,rahata,2014,September,1597,2392,rahata+brinjal,800
brinjal,rahata,2015,September,1146,2138,rahata+brinjal,992
brinjal,rahata,2016,September,1692,2333,rahata+brinjal,1082
brinjal,rahuri,2015,November,500,3167,rahuri+brinjal,2667
brinjal,rahuri,2016,September,550,2733,rahuri+brinjal,2233
brinjal,rahuri-songaon,2016,May,867,2800,rahuri-songaon+brinjal,2200
brinjal,ramtek,2015,September,1159,1505,ramtek+brinjal,346
brinjal,ramtek,2016,September,1891,2459,ramtek+brinjal,568
brinjal,ratanagari,2014,September,1700,2676,ratanagari+brinjal,1000
brinjal,ratanagari,2015,September,1658,2368,ratanagari+brinjal,905
brinjal,ratanagari,2016,September,2511,3553,ratanagari+brinjal,1753
brinjal,satara,2014,September,2481,3442,satara+brinjal,1028
brinjal,satara,2015,September,1655,2428,satara+brinjal,781
brinjal,satara,2016,September,2140,2880,satara+brinjal,1052
brinjal,shahapur,2014,September,1447,1900,shahapur+brinjal,453
brinjal,shahapur,2015,September,1627,2133,shahapur+brinjal,633
brinjal,shahapur,2016,May,2682,3291,shahapur+brinjal,800
brinjal,shrirampur,2014,September,1652,2286,shrirampur+brinjal,634
brinjal,shrirampur,2015,September,1356,1908,shrirampur+brinjal,552
brinjal,shrirampur,2016,September,1553,2357,shrirampur+brinjal,881
brinjal,solapur,2014,September,803,4723,solapur+brinjal,3920
brinjal,solapur,2015,September,562,3035,solapur+brinjal,2473
brinjal,solapur,2016,September,828,4477,solapur+brinjal,3760
brinjal,vadgaon peth,2014,September,1725,4042,vadgaon peth+brinjal,2317
brinjal,vadgaon peth,2015,September,1200,2500,vadgaon peth+brinjal,1456
brinjal,vadgaon peth,2016,September,1765,3750,vadgaon peth+brinjal,2157
brinjal,vai,2014,September,2206,2722,vai+brinjal,516
brinjal,vai,2015,September,1727,2145,vai+brinjal,418
brinjal,vai,2016,September,2565,2995,vai+brinjal,511
brinjal,vita,2014,September,1000,1200,vita+brinjal,200
brinjal,vita,2016,September,1804,2531,vita+brinjal,727
buffalo,daryapur,2015,July,25000,30000,daryapur+buffalo,5500
buffalo,khamgaon,2015,January,10000,40000,khamgaon+buffalo,30000
cabbage,ahmednagar,2015,September,750,1473,ahmednagar+cabbage,1014
cabbage,ahmednagar,2016,September,510,1645,ahmednagar+cabbage,1225
cabbage,akluj,2014,September,543,886,akluj+cabbage,382
cabbage,akluj,2015,September,584,942,akluj+cabbage,406
cabbage,akluj,2016,September,938,1552,akluj+cabbage,614
cabbage,amarawati,2015,September,1022,1222,amarawati+cabbage,200
cabbage,amarawati,2016,March,1146,1323,amarawati+cabbage,177
cabbage,amarawati-fruit and vegetables,2016,September,1483,1633,amarawati-fruit and vegetables+cabbage,214
cabbage,aurangabad,2014,September,676,924,aurangabad+cabbage,248
cabbage,aurangabad,2015,September,763,1025,aurangabad+cabbage,359
cabbage,aurangabad,2016,September,792,1100,aurangabad+cabbage,460
cabbage,barshi,2016,September,872,1486,barshi+cabbage,614
cabbage,chalisgaon,2015,December,600,900,chalisgaon+cabbage,300
cabbage,chalisgaon,2016,March,902,1761,chalisgaon+cabbage,859
cabbage,chandrapur,2015,June,400,600,chandrapur+cabbage,200
cabbage,chandrapur,2016,July,1000,2000,chandrapur+cabbage,1000
cabbage,chandrapur-ganjwad,2014,September,645,1091,chandrapur-ganjwad+cabbage,446
cabbage,chandrapur-ganjwad,2015,September,529,900,chandrapur-ganjwad+cabbage,494
cabbage,chandrapur-ganjwad,2016,September,1011,1672,chandrapur-ganjwad+cabbage,661
cabbage,ghoti,2014,November,975,1159,ghoti+cabbage,184
cabbage,ghoti,2016,September,1250,1422,ghoti+cabbage,339
cabbage,islampur,2016,September,125,223,islampur+cabbage,98
cabbage,jalgaon,2014,September,700,1065,jalgaon+cabbage,365
cabbage,jalgaon,2015,September,868,1335,jalgaon+cabbage,528
cabbage,jalgaon,2016,September,1185,1880,jalgaon+cabbage,695
cabbage,junnar-otur,2015,July,100,700,junnar-otur+cabbage,600
cabbage,junnar-otur,2016,September,519,1094,junnar-otur+cabbage,575
cabbage,kalmeshwar,2015,December,465,648,kalmeshwar+cabbage,183
cabbage,kalmeshwar,2016,May,882,1160,kalmeshwar+cabbage,278
cabbage,kalyan,2014,September,750,900,kalyan+cabbage,200
cabbage,kalyan,2015,September,1000,1200,kalyan+cabbage,257
cabbage,kalyan,2016,September,1121,1379,kalyan+cabbage,258
cabbage,kamthi,2014,November,757,1343,kamthi+cabbage,586
cabbage,kamthi,2015,October,725,1696,kamthi+cabbage,971
cabbage,kamthi,2016,September,875,1557,kamthi+cabbage,682
cabbage,karad,2014,September,714,1029,karad+cabbage,315
cabbage,karad,2015,September,700,1048,karad+cabbage,348
cabbage,karad,2016,September,652,960,karad+cabbage,308
cabbage,khed,2016,September,621,1365,khed+cabbage,744
cabbage,khed (shel pimpalgaon),2014,September,520,660,khed (shel pimpalgaon)+cabbage,140
cabbage,khed (shel pimpalgaon),2015,June,1010,1010,khed (shel pimpalgaon)+cabbage,69
cabbage,khed (shel pimpalgaon),2016,September,750,750,khed (shel pimpalgaon)+cabbage,100
cabbage,khed-chakan,2015,December,574,793,khed-chakan+cabbage,219
cabbage,khed-chakan,2016,September,842,1246,khed-chakan+cabbage,404
cabbage,kolhapur,2015,September,700,1500,kolhapur+cabbage,1150
cabbage,kolhapur,2016,September,652,1248,kolhapur+cabbage,811
cabbage,kolhapur-malkapur,2016,September,770,1975,kolhapur-malkapur+cabbage,1225
cabbage,manchar,2014,November,188,375,manchar+cabbage,250
cabbage,manchar,2015,September,762,1028,manchar+cabbage,350
cabbage,manchar,2016,September,745,1191,manchar+cabbage,551
cabbage,mumbai,2014,September,824,1224,mumbai+cabbage,400
cabbage,mumbai,2015,September,1015,1378,mumbai+cabbage,363
cabbage,mumbai,2016,September,892,1181,mumbai+cabbage,316
cabbage,murbad,2016,September,1438,1775,murbad+cabbage,337
cabbage,nagpur,2014,September,938,1169,nagpur+cabbage,231
cabbage,nagpur,2015,September,940,1144,nagpur+cabbage,380
cabbage,nagpur,2016,September,940,1192,nagpur+cabbage,291
cabbage,nashik,2014,September,775,1413,nashik+cabbage,638
cabbage,nashik,2015,November,648,1463,nashik+cabbage,815
cabbage,nashik,2016,September,1070,1901,nashik+cabbage,924
cabbage,navapur,2015,November,809,850,navapur+cabbage,106
cabbage,navapur,2016,September,967,1056,navapur+cabbage,94
cabbage,osmanabad,2014,December,723,1158,osmanabad+cabbage,435
cabbage,osmanabad,2015,October,700,1400,osmanabad+cabbage,700
cabbage,osmanabad,2016,November,1213,1975,osmanabad+cabbage,762
cabbage,palus,2016,September,883,1833,palus+cabbage,950
cabbage,pandharpur,2014,September,543,1029,pandharpur+cabbage,543
cabbage,pandharpur,2015,September,579,1486,pandharpur+cabbage,907
cabbage,pandharpur,2016,September,675,1533,pandharpur+cabbage,902
cabbage,panvel,2014,September,783,933,panvel+cabbage,150
cabbage,panvel,2015,September,1075,1250,panvel+cabbage,200
cabbage,panvel,2016,September,1367,1733,panvel+cabbage,366
cabbage,patan,2014,September,865,1165,patan+cabbage,300
cabbage,patan,2015,September,994,1261,patan+cabbage,300
cabbage,patan,2016,September,1346,1696,patan+cabbage,350
cabbage,pune,2014,September,465,909,pune+cabbage,480
cabbage,pune,2015,September,1030,1375,pune+cabbage,638
cabbage,pune,2016,September,565,1255,pune+cabbage,810
cabbage,pune-manjri,2014,September,932,1565,pune-manjri+cabbage,1247
cabbage,pune-manjri,2015,September,856,2000,pune-manjri+cabbage,1833
cabbage,pune-manjri,2016,September,972,2000,pune-manjri+cabbage,1808
cabbage,pune-moshi,2016,September,923,1667,pune-moshi+cabbage,744
cabbage,pune-pimpri,2014,September,873,1092,pune-pimpri+cabbage,219
cabbage,pune-pimpri,2015,September,1113,1307,pune-pimpri+cabbage,302
cabbage,pune-pimpri,2016,September,1267,1481,pune-pimpri+cabbage,310
cabbage,rahata,2016,September,900,1280,rahata+cabbage,462
cabbage,rahuri,2015,December,240,1160,rahuri+cabbage,920
cabbage,rahuri,2016,September,500,2000,rahuri+cabbage,1500
cabbage,ramtek,2015,October,975,1250,ramtek+cabbage,275
cabbage,ramtek,2016,September,1357,1729,ramtek+cabbage,372
cabbage,ratanagari,2014,September,1042,1389,ratanagari+cabbage,347
cabbage,ratanagari,2015,September,916,1300,ratanagari+cabbage,429
cabbage,ratanagari,2016,September,1016,1711,ratanagari+cabbage,695
cabbage,satara,2014,September,596,904,satara+cabbage,308
cabbage,satara,2015,September,881,1285,satara+cabbage,460
cabbage,satara,2016,September,800,1188,satara+cabbage,440
cabbage,shrirampur,2014,September,736,936,shrirampur+cabbage,200
cabbage,shrirampur,2015,September,648,848,shrirampur+cabbage,200
cabbage,shrirampur,2016,September,809,1036,shrirampur+cabbage,227
cabbage,solapur,2014,September,378,817,solapur+cabbage,450
cabbage,solapur,2015,September,500,1220,solapur+cabbage,756
cabbage,solapur,2016,September,894,1994,solapur+cabbage,1100
cabbage,vadgaon peth,2014,September,662,1115,vadgaon peth+cabbage,453
cabbage,vadgaon peth,2015,September,1425,1390,vadgaon peth+cabbage,773
cabbage,vadgaon peth,2016,September,979,1821,vadgaon peth+cabbage,842
cabbage,vai,2014,September,790,955,vai+cabbage,165
cabbage,vai,2015,September,973,1140,vai+cabbage,205
cabbage,vai,2016,September,1175,1361,vai+cabbage,257
capsicum,ahmednagar,2015,October,1500,3375,ahmednagar+capsicum,2375
capsicum,ahmednagar,2016,September,3111,5261,ahmednagar+capsicum,2150
capsicum,amarawati,2016,September,4500,4957,amarawati+capsicum,480
capsicum,amarawati-fruit and vegetables,2016,October,1800,2000,amarawati-fruit and vegetables+capsicum,209
capsicum,aurangabad,2014,September,3900,3178,aurangabad+capsicum,760
capsicum,aurangabad,2015,September,2350,3070,aurangabad+capsicum,886
capsicum,aurangabad,2016,September,4133,5417,aurangabad+capsicum,1284
capsicum,barshi,2015,September,800,1392,barshi+capsicum,592
capsicum,barshi,2016,September,2228,3569,barshi+capsicum,1341
capsicum,chandrapur,2015,June,1000,1600,chandrapur+capsicum,600
capsicum,chandrapur-ganjwad,2014,September,1770,2640,chandrapur-ganjwad+capsicum,933
capsicum,chandrapur-ganjwad,2015,September,2000,2600,chandrapur-ganjwad+capsicum,1000
capsicum,chandrapur-ganjwad,2016,September,3036,4250,chandrapur-ganjwad+capsicum,1214
capsicum,dhule,2016,January,2000,3500,dhule+capsicum,1500
capsicum,ghoti,2015,December,950,1900,ghoti+capsicum,950
capsicum,ghoti,2016,November,2000,2000,ghoti+capsicum,687
capsicum,islampur,2016,September,390,540,islampur+capsicum,150
capsicum,junnar-otur,2015,July,500,2000,junnar-otur+capsicum,1500
capsicum,junnar-otur,2016,October,1714,3457,junnar-otur+capsicum,1743
capsicum,kalyan,2014,September,3000,3250,kalyan+capsicum,300
capsicum,kalyan,2015,September,2800,3183,kalyan+capsicum,566
capsicum,kalyan,2016,September,3374,3932,kalyan+capsicum,1217
capsicum,kamthi,2014,September,3500,5423,kamthi+capsicum,2327
capsicum,kamthi,2015,September,2035,4429,kamthi+capsicum,2679
capsicum,kamthi,2016,September,2648,5190,kamthi+capsicum,2542
capsicum,karad,2014,September,3000,3580,karad+capsicum,800
capsicum,karad,2015,September,2300,2900,karad+capsicum,688
capsicum,karad,2016,September,3485,4169,karad+capsicum,684
capsicum,khed-chakan,2015,December,1842,2276,khed-chakan+capsicum,434
capsicum,khed-chakan,2016,September,2848,3783,khed-chakan+capsicum,1000
capsicum,kolhapur,2015,September,1313,3432,kolhapur+capsicum,2387
capsicum,kolhapur,2016,September,2167,6052,kolhapur+capsicum,3885
capsicum,kolhapur-malkapur,2016,September,2000,4878,kolhapur-malkapur+capsicum,3453
capsicum,manchar,2014,November,1500,3000,manchar+capsicum,1500
capsicum,manchar,2015,October,2200,2450,manchar+capsicum,250
capsicum,manchar,2016,September,3125,4750,manchar+capsicum,1625
capsicum,manmad,2016,July,250,810,manmad+capsicum,560
capsicum,mumbai,2014,September,3368,3768,mumbai+capsicum,640
capsicum,mumbai,2015,September,2904,3383,mumbai+capsicum,525
capsicum,mumbai,2016,September,4313,4909,mumbai+capsicum,596
capsicum,murbad,2014,September,4207,4413,murbad+capsicum,250
capsicum,murbad,2015,September,3580,3760,murbad+capsicum,180
capsicum,murbad,2016,September,4470,5307,murbad+capsicum,1000
capsicum,nagpur,2014,September,2869,3338,nagpur+capsicum,469
capsicum,nagpur,2015,September,2154,2585,nagpur+capsicum,450
capsicum,nagpur,2016,September,4296,4828,nagpur+capsicum,548
capsicum,nashik,2014,September,2753,5810,nashik+capsicum,3057
capsicum,nashik,2015,November,2656,5406,nashik+capsicum,3750
capsicum,nashik,2016,September,3076,4868,nashik+capsicum,1792
capsicum,osmanabad,2014,December,1527,3173,osmanabad+capsicum,1646
capsicum,osmanabad,2015,October,2144,3189,osmanabad+capsicum,1467
capsicum,osmanabad,2016,November,3580,6109,osmanabad+capsicum,2736
capsicum,palus,2016,September,3500,4700,palus+capsicum,1833
capsicum,pandharpur,2014,September,1406,3525,pandharpur+capsicum,2119
capsicum,pandharpur,2015,September,1500,4000,pandharpur+capsicum,2500
capsicum,pandharpur,2016,September,4600,4600,pandharpur+capsicum,1808
capsicum,patan,2014,November,3000,4000,patan+capsicum,1000
capsicum,patan,2016,September,4000,4400,patan+capsicum,550
capsicum,pune,2014,September,1840,3728,pune+capsicum,1888
capsicum,pune,2015,September,1940,3310,pune+capsicum,1895
capsicum,pune,2016,September,3250,5250,pune+capsicum,2000
capsicum,pune-moshi,2016,September,2959,4310,pune-moshi+capsicum,1410
capsicum,pune-pimpri,2015,September,3333,3750,pune-pimpri+capsicum,2000
capsicum,pune-pimpri,2016,September,4250,5250,pune-pimpri+capsicum,2000
capsicum,rahata,2014,September,2818,3727,rahata+capsicum,909
capsicum,rahata,2015,September,2292,3042,rahata+capsicum,1005
capsicum,rahata,2016,September,3771,4771,rahata+capsicum,1125
capsicum,rahuri,2015,December,1333,2333,rahuri+capsicum,1000
capsicum,rahuri,2016,November,650,2050,rahuri+capsicum,1400
capsicum,rahuri-songaon,2016,May,3333,5333,rahuri-songaon+capsicum,2000
capsicum,ramtek,2015,September,2000,3000,ramtek+capsicum,1000
capsicum,ramtek,2016,May,3000,4000,ramtek+capsicum,1000
capsicum,ratanagari,2014,September,3789,4458,ratanagari+capsicum,917
capsicum,ratanagari,2015,September,2750,3500,ratanagari+capsicum,950
capsicum,ratanagari,2016,September,3667,5444,ratanagari+capsicum,1777
capsicum,satara,2014,September,2652,4071,satara+capsicum,1809
capsicum,satara,2015,September,2881,3452,satara+capsicum,626
capsicum,satara,2016,September,4077,5154,satara+capsicum,1077
capsicum,shahapur,2015,May,2000,2640,shahapur+capsicum,680
capsicum,shahapur,2016,March,1560,2080,shahapur+capsicum,611
capsicum,shrirampur,2014,September,2432,2941,shrirampur+capsicum,519
capsicum,shrirampur,2015,September,2396,2900,shrirampur+capsicum,600
capsicum,shrirampur,2016,September,2265,3116,shrirampur+capsicum,932
capsicum,solapur,2014,September,986,2721,solapur+capsicum,1921
capsicum,solapur,2015,September,1600,3005,solapur+capsicum,1750
capsicum,solapur,2016,September,2890,4720,solapur+capsicum,2493
capsicum,vadgaon peth,2014,September,2010,3109,vadgaon peth+capsicum,1373
capsicum,vadgaon peth,2015,September,1821,3221,vadgaon peth+capsicum,1400
capsicum,vadgaon peth,2016,September,2222,3968,vadgaon peth+capsicum,1900
cardamom,mumbai,2015,September,95000,156473,mumbai+cardamom,63053
cardamom,mumbai,2016,September,86471,152941,mumbai+cardamom,66470
carrot,ahmednagar,2015,November,1333,3600,ahmednagar+carrot,2600
carrot,ahmednagar,2016,September,2000,3000,ahmednagar+carrot,1266
carrot,akluj,2014,October,1062,2008,akluj+carrot,946
carrot,akluj,2015,October,2082,3038,akluj+carrot,1263
carrot,akluj,2016,September,1450,2631,akluj+carrot,1323
carrot,amarawati,2015,September,2333,2533,amarawati+carrot,200
carrot,amarawati,2016,May,2543,2757,amarawati+carrot,260
carrot,amarawati-fruit and vegetables,2016,October,2515,2754,amarawati-fruit and vegetables+carrot,253
carrot,aurangabad,2014,November,1717,1900,aurangabad+carrot,426
carrot,aurangabad,2015,November,1800,2500,aurangabad+carrot,1000
carrot,aurangabad,2016,September,1500,2250,aurangabad+carrot,850
carrot,chandrapur,2015,June,800,1000,chandrapur+carrot,200
carrot,chandrapur,2016,February,200,600,chandrapur+carrot,400
carrot,chandrapur-ganjwad,2014,October,1610,2230,chandrapur-ganjwad+carrot,778
carrot,chandrapur-ganjwad,2015,March,800,1257,chandrapur-ganjwad+carrot,493
carrot,chandrapur-ganjwad,2016,September,1300,1500,chandrapur-ganjwad+carrot,500
carrot,dhule,2016,January,800,1000,dhule+carrot,200
carrot,jalgaon,2014,November,1825,2500,jalgaon+carrot,675
carrot,jalgaon,2015,November,1933,2167,jalgaon+carrot,500
carrot,jalgaon,2016,November,1000,1550,jalgaon+carrot,550
carrot,junnar-otur,2016,September,1100,2530,junnar-otur+carrot,1695
carrot,kalyan,2015,September,2025,2275,kalyan+carrot,400
carrot,kalyan,2016,September,2135,2488,kalyan+carrot,400
carrot,kamthi,2014,December,1670,3130,kamthi+carrot,1460
carrot,kamthi,2015,May,1926,3095,kamthi+carrot,1478
carrot,kamthi,2016,September,1847,3500,kamthi+carrot,1767
carrot,karad,2014,December,950,1367,karad+carrot,417
carrot,karad,2015,October,1500,2000,karad+carrot,964
carrot,karad,2016,November,1350,1750,karad+carrot,445
carrot,khed-chakan,2015,December,873,1213,khed-chakan+carrot,340
carrot,khed-chakan,2016,September,2000,2500,khed-chakan+carrot,586
carrot,kolhapur,2015,September,2300,2825,kolhapur+carrot,1856
carrot,kolhapur,2016,September,2000,3450,kolhapur+carrot,2400
carrot,manchar,2014,November,183,1567,manchar+carrot,1384
carrot,manchar,2015,September,2500,3000,manchar+carrot,950
carrot,manchar,2016,September,2000,2000,manchar+carrot,850
carrot,mumbai,2014,November,1912,2560,mumbai+carrot,648
carrot,mumbai,2015,September,1783,2413,mumbai+carrot,711
carrot,mumbai,2016,September,1285,1638,mumbai+carrot,452
carrot,nagpur,2014,October,2111,2467,nagpur+carrot,356
